MP_91255_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-16;+++;Corynebacterium mucifaciens;57171;52dfa612-e54b-4168-b300-7773a814d450;2.083;+++;Corynebacterium mucifaciens;57171;409ee332-a2f2-4083-a1ec-4063cf89a0eb;2.079;+++;Corynebacterium mucifaciens;57171;9ed22935-de18-4c58-a031-93a1f19c67eb;2.049;+++;Corynebacterium mucifaciens;57171;3ff0ed0e-a2e6-44bb-9114-9baef47c3061;2.004;+;Corynebacterium mucifaciens;57171;54fe5b7a-b64b-463c-878c-8032e73eac4f;1.999;+;Corynebacterium mucifaciens;57171;24db01a6-44b1-42f4-a954-ba1c1a3bb730;1.979;+;Corynebacterium ureicelerivorans;401472;ddf9133e-79b6-4dfb-a9e9-6a13721d15c9;1.908;+;Corynebacterium mucifaciens;57171;c472b207-f7fc-4f86-bd5d-c5f5f6e12d60;1.718;-;not reliable identification;E1;bd513651-f380-4528-823a-301bbb01cdfd;1.693;-;not reliable identification;E1;05f48a9a-66b4-4a15-b054-878c84436bec;06.jan
MP_91256_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-16;+++;Staphylococcus hominis;145391;7b34c231-ee3b-4b58-bf7f-80de1314ce76;2.198;+++;Staphylococcus hominis;1290;e42fa5b3-2a7d-46d6-b2e9-f55f49b91e95;2.156;+++;Staphylococcus hominis;1290;ea5a5ac9-9ac0-4140-9847-5ab41db0adcd;15.febr;+++;Staphylococcus hominis;145393;5e23b082-76aa-4165-b045-a5d492cfc0f4;2.121;+++;Staphylococcus hominis;1290;605f3c45-5813-4f3b-a6b5-167657d17554;09.febr;+++;Staphylococcus hominis;145391;cb25c9df-d4c9-4510-9627-ac25c9d32102;2.065;+++;Staphylococcus hominis;145391;361808e4-83a8-45a7-9482-a3ab48717b0a;2.002;+;Staphylococcus hominis;1290;6dc4986b-ecd2-437c-8e4d-6d95b5336e8c;1.861;-;not reliable identification;E1;37ccdc3b-c7e7-45a7-b72b-ac41b603edf0;1.512;-;not reliable identification;E1;263f37c8-2c7a-4d4b-97e2-252923304fb4;1.511
MP_91257_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-16;+++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.383;+++;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;2.371;+++;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;2.264;+++;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;2.251;+++;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;2.236;+++;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;2.195;+++;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;2.157;+;Micrococcus luteus;1270;b8c350c2-ef58-45bd-bd2e-cb21c4978e0d;1.915;+;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;1.913;+;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;1.878
MP_91258_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-16;+++;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;2.003;+;Staphylococcus epidermidis;1282;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;1.797;+;Staphylococcus epidermidis;1282;cbefbe40-89e4-438c-81ca-ac8d312eda6d;1.782;+;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;1.739;+;Staphylococcus epidermidis;1282;cf58e860-e8a8-42cb-9f41-cfea4536d54e;1.727;+;Staphylococcus epidermidis;1282;d8f3d81b-5949-4fec-96db-056d2d22cab7;1.717;-;not reliable identification;E1;b487a1e3-895e-49ae-bc1c-e940757982cc;1.682;-;not reliable identification;E1;fc503196-43eb-4d43-ba09-406712713928;1.56;-;not reliable identification;E1;a117eb82-150b-4ff4-9168-bf5052681c4f;1.511;-;not reliable identification;E1;6e8c1752-3615-4167-bbc4-e2101bd745ec;1.487
MP_91259_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-16;+++;Staphylococcus warneri;1292;e4c22d93-138e-48d5-820d-98751b855c0e;2.093;+++;Staphylococcus warneri;1292;5f1cae44-63e1-4b28-a517-3b64d2c13af4;2.015;+;Staphylococcus warneri;1292;afd71a76-0e5f-4e4f-8a8a-c2b83501bf18;1.937;+;Staphylococcus warneri;1292;d153c9c7-bc52-494e-b576-994839c2cb65;1.927;+;Staphylococcus warneri;1292;0203172b-1116-4ddc-8850-cb871f84be31;1.858;+;Staphylococcus warneri;1292;30e0768a-9e7f-4c3c-ad1f-471557c50943;1.742;-;not reliable identification;E1;5dd4fec7-cb0e-4c9d-b913-b9b76e5301ce;1.569;-;not reliable identification;E1;0746eebd-0dda-4fe6-9a22-bdcb4003f568;1.542;-;not reliable identification;E1;c98e7b49-3671-46fa-b899-9b5482a17e0f;1.519;-;not reliable identification;E1;f05a0cb9-1d87-47a7-91ee-914f6a19316f;1.377
MP_91260_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-16;+++;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;2.162;+;Staphylococcus epidermidis;1282;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;1.973;+;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;1.931;+;Staphylococcus epidermidis;1282;b487a1e3-895e-49ae-bc1c-e940757982cc;1.909;+;Staphylococcus epidermidis;1282;cbefbe40-89e4-438c-81ca-ac8d312eda6d;1.838;+;Staphylococcus epidermidis;1282;cf58e860-e8a8-42cb-9f41-cfea4536d54e;1.828;+;Staphylococcus epidermidis;1282;d8f3d81b-5949-4fec-96db-056d2d22cab7;1.733;+;Staphylococcus epidermidis;1282;84f155e4-1600-46a5-afea-eafb27233290;1.712;-;not reliable identification;E1;fc503196-43eb-4d43-ba09-406712713928;1.659;-;not reliable identification;E1;a0157aa1-1cb4-419c-8239-075355610383;1.575
MP_91261_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-16;+++;Staphylococcus warneri;1292;e4c22d93-138e-48d5-820d-98751b855c0e;2.019;+;Staphylococcus warneri;1292;d153c9c7-bc52-494e-b576-994839c2cb65;1.978;+;Staphylococcus warneri;1292;afd71a76-0e5f-4e4f-8a8a-c2b83501bf18;1.893;+;Staphylococcus warneri;1292;5f1cae44-63e1-4b28-a517-3b64d2c13af4;1.889;+;Staphylococcus warneri;1292;30e0768a-9e7f-4c3c-ad1f-471557c50943;1.883;+;Staphylococcus warneri;1292;0203172b-1116-4ddc-8850-cb871f84be31;1.722;-;not reliable identification;E1;0746eebd-0dda-4fe6-9a22-bdcb4003f568;1.617;-;not reliable identification;E1;5dd4fec7-cb0e-4c9d-b913-b9b76e5301ce;1.612;-;not reliable identification;E1;c98e7b49-3671-46fa-b899-9b5482a17e0f;1.584;-;not reliable identification;E1;f456ebf0-621e-41a7-b861-695022f633c4;1.528
MP_91262_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-16;+++;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;2.253;+++;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;2.149;+++;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;2.143;+++;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;2.134;+++;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;04.febr;+++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.029;+;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;1.998;+;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;1.97;+;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;1.89;+;Micrococcus luteus;1270;b8c350c2-ef58-45bd-bd2e-cb21c4978e0d;1.83
MP_91263_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-16;-;not reliable identification;E1;e540919d-7157-4bb0-9fc3-df3a25a157db;1.559;-;not reliable identification;E1;fc20129b-77ec-40ea-bde0-22195dd0d067;1.424;-;not reliable identification;E1;89e1b140-d17b-4cdd-b42d-fef668058a93;1.395;-;not reliable identification;E1;a22d4680-158c-4c30-8a2f-ef0e3fbf2c22;1.353;-;not reliable identification;E1;57d20538-760d-46a3-9e83-c443f0f2adcb;1.325;-;not reliable identification;E1;8d1a7d37-d902-4a01-8325-328158ee38f7;03.jan;-;not reliable identification;E1;03a3ba0c-0e3c-4db6-ad8c-cf1f7544c255;1.291;-;not reliable identification;E1;5dd8e5ee-0548-457e-b0a2-26aa1b09ad4d;1.256;-;not reliable identification;E1;ab891ac9-7194-42bf-9ab2-e7f6b33594af;1.234;-;not reliable identification;E1;97a5a6c9-bba7-4549-bf29-106a7a6265cf;1.224
MP_91264_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-16;+++;Acinetobacter schindleri;108981;e540919d-7157-4bb0-9fc3-df3a25a157db;2.101;-;not reliable identification;E1;09415fdb-3cf6-4a20-ab20-2c6d0db0a848;1.61;-;not reliable identification;E1;fc20129b-77ec-40ea-bde0-22195dd0d067;1.563;-;not reliable identification;E1;e34640a3-b6e5-4911-9b45-3b22cef7e655;1.519;-;not reliable identification;E1;831c4b6d-2327-4987-a3f1-2f0938fbe78c;1.495;-;not reliable identification;E1;6d23144d-caf1-4428-ab9b-8b2b51ecc05b;1.453;-;not reliable identification;E1;ab891ac9-7194-42bf-9ab2-e7f6b33594af;1.407;-;not reliable identification;E1;89e508f5-5e3b-4cf6-bf21-94d2632b867e;1.383;-;not reliable identification;E1;4bc254bd-3683-477c-b27b-2bf9d9e98b86;1.346;-;not reliable identification;E1;57d20538-760d-46a3-9e83-c443f0f2adcb;1.341
MP_91265_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-16;+++;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;2.085;+++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.023;+;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;1.977;+;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;1.963;+;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;1.905;+;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;1.854;+;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;1.832;+;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;1.773;+;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;1.722;-;not reliable identification;E1;590ee0ac-a5f2-4115-9d49-64d11d738754;1.621
MP_91266_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-17;+++;Staphylococcus hominis;145391;7b34c231-ee3b-4b58-bf7f-80de1314ce76;2.261;+++;Staphylococcus hominis;1290;e42fa5b3-2a7d-46d6-b2e9-f55f49b91e95;2.235;+++;Staphylococcus hominis;1290;605f3c45-5813-4f3b-a6b5-167657d17554;2.228;+++;Staphylococcus hominis;145391;361808e4-83a8-45a7-9482-a3ab48717b0a;2.193;+++;Staphylococcus hominis;145393;5e23b082-76aa-4165-b045-a5d492cfc0f4;19.febr;+++;Staphylococcus hominis;1290;ea5a5ac9-9ac0-4140-9847-5ab41db0adcd;13.febr;+++;Staphylococcus hominis;145391;cb25c9df-d4c9-4510-9627-ac25c9d32102;2.088;+;Staphylococcus hominis;1290;6dc4986b-ecd2-437c-8e4d-6d95b5336e8c;1.958;-;not reliable identification;E1;263f37c8-2c7a-4d4b-97e2-252923304fb4;1.52;-;not reliable identification;E1;fa3d061f-e63c-408a-9c3e-4cca8bcc4e88;1.503
MP_91267_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-17;+++;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;2.323;+++;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;2.118;+++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.071;+++;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;2.031;+;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;1.996;+;Micrococcus luteus;1270;b8c350c2-ef58-45bd-bd2e-cb21c4978e0d;1.982;+;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;1.964;+;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;1.863;+;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;1.777;+;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;1.776
MP_91268_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-17;+++;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;2.103;+;Staphylococcus epidermidis;1282;cf58e860-e8a8-42cb-9f41-cfea4536d54e;1.955;+;Staphylococcus epidermidis;1282;d8f3d81b-5949-4fec-96db-056d2d22cab7;09.jan;+;Staphylococcus epidermidis;1282;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;1.891;+;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;1.843;+;Staphylococcus epidermidis;1282;fc503196-43eb-4d43-ba09-406712713928;1.791;+;Staphylococcus epidermidis;1282;b487a1e3-895e-49ae-bc1c-e940757982cc;1.751;-;not reliable identification;E1;cbefbe40-89e4-438c-81ca-ac8d312eda6d;1.683;-;not reliable identification;E1;84f155e4-1600-46a5-afea-eafb27233290;1.624;-;not reliable identification;E1;c6adf6b4-1a9d-4c76-824f-28f3c474cc6b;1.457
MP_91269_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-17;+++;Corynebacterium mucifaciens;57171;52dfa612-e54b-4168-b300-7773a814d450;2.063;+++;Corynebacterium mucifaciens;57171;54fe5b7a-b64b-463c-878c-8032e73eac4f;2.046;+;Corynebacterium mucifaciens;57171;409ee332-a2f2-4083-a1ec-4063cf89a0eb;1.973;+;Corynebacterium ureicelerivorans;401472;ddf9133e-79b6-4dfb-a9e9-6a13721d15c9;1.92;+;Corynebacterium mucifaciens;57171;24db01a6-44b1-42f4-a954-ba1c1a3bb730;1.872;+;Corynebacterium mucifaciens;57171;c472b207-f7fc-4f86-bd5d-c5f5f6e12d60;1.857;+;Corynebacterium mucifaciens;57171;9ed22935-de18-4c58-a031-93a1f19c67eb;1.834;+;Corynebacterium mucifaciens;57171;3ff0ed0e-a2e6-44bb-9114-9baef47c3061;1.809;-;not reliable identification;E1;05f48a9a-66b4-4a15-b054-878c84436bec;1.497;-;not reliable identification;E1;bd513651-f380-4528-823a-301bbb01cdfd;1.471
MP_91270_ID1011026780;S-1_1 - Szint I. 1 tisztatér KASP_2020-09-18;+;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;1.94;+;Corynebacterium mucifaciens;57171;52dfa612-e54b-4168-b300-7773a814d450;1.89;+;Corynebacterium mucifaciens;57171;54fe5b7a-b64b-463c-878c-8032e73eac4f;1.844;+;Corynebacterium mucifaciens;57171;24db01a6-44b1-42f4-a954-ba1c1a3bb730;1.78;+;Corynebacterium mucifaciens;57171;409ee332-a2f2-4083-a1ec-4063cf89a0eb;1.738;+;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;1.731;+;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;1.725;+;Corynebacterium ureicelerivorans;401472;ddf9133e-79b6-4dfb-a9e9-6a13721d15c9;1.71;-;not reliable identification;E1;9ed22935-de18-4c58-a031-93a1f19c67eb;1.68;-;not reliable identification;E1;03baea4f-ab2e-41fa-b92c-57426f337467;1.605
MP_91271_ID1011026780;S-1_1 - Szint I. 1 tisztatér KASP_2020-09-18;+++;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;2.518;+++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.457;+++;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;2.383;+++;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;2.273;+++;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;24.febr;+++;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;2.226;+++;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;2.157;+++;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;2.024;+++;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;2.006;+;Micrococcus luteus;1270;590ee0ac-a5f2-4115-9d49-64d11d738754;1.931
MP_91272_ID1011026780;S-1_1 - Szint I. 1 tisztatér KASP_2020-09-18;+++;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;2.302;+++;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;2.295;+++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.279;+++;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;2.218;+++;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;2.197;+++;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;2.145;+++;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;14.febr;+++;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;2.016;+;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;1.927;-;not reliable identification;E1;b8c350c2-ef58-45bd-bd2e-cb21c4978e0d;1.611
MP_91273_ID1011026780;S-1_1 - Szint I. 1 tisztatér KASP_2020-09-18;+++;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;2.253;+++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.245;+++;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;2.237;+++;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;23.febr;+++;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;02.febr;+++;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;2.153;+++;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;2.081;+++;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;2.077;+;Micrococcus luteus;1270;b8c350c2-ef58-45bd-bd2e-cb21c4978e0d;1.971;+;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;1.94
MP_91274_ID1011026780;S-1_1 - Szint I. 1 tisztatér KASP_2020-09-18;+++;Staphylococcus capitis;72758;ad4829e0-beb1-4f06-9d16-e3bd1707afb2;2.352;+++;Staphylococcus capitis;72758;6e8c1752-3615-4167-bbc4-e2101bd745ec;2.338;+++;Staphylococcus capitis;72758;cfe9f50c-c0f7-462e-b828-25b7156cf9e5;2.274;+++;Staphylococcus capitis;72758;c9999c48-5bd3-4c37-ab54-ed25af902121;2.041;+;Staphylococcus capitis;74703;98f4ade2-6a6d-4696-946e-2bc0331c0c6a;1.998;+;Staphylococcus capitis;72758;7ff5c2d5-93f0-4f1b-b1e3-edc061f22e96;1.909;-;not reliable identification;E1;617a72b8-eefb-4c85-a9f1-e010ae7eeced;1.689;-;not reliable identification;E1;c98e7b49-3671-46fa-b899-9b5482a17e0f;1.657;-;not reliable identification;E1;ae10ca58-4de5-4877-a03e-675f6b6826df;1.654;-;not reliable identification;E1;6bfdfee7-a2d2-43e9-bad6-a5bf9f4790b9;1.654
MP_91275_ID1011026780;S-1_1 - Szint I. 1 tisztatér KASP_2020-09-18;+++;Staphylococcus capitis;72758;6e8c1752-3615-4167-bbc4-e2101bd745ec;2.235;+++;Staphylococcus capitis;72758;ad4829e0-beb1-4f06-9d16-e3bd1707afb2;2.212;+++;Staphylococcus capitis;72758;cfe9f50c-c0f7-462e-b828-25b7156cf9e5;2.034;+;Staphylococcus capitis;72758;7ff5c2d5-93f0-4f1b-b1e3-edc061f22e96;1.991;+;Staphylococcus capitis;72758;c9999c48-5bd3-4c37-ab54-ed25af902121;1.932;+;Staphylococcus capitis;74703;98f4ade2-6a6d-4696-946e-2bc0331c0c6a;1.877;-;not reliable identification;E1;617a72b8-eefb-4c85-a9f1-e010ae7eeced;1.641;-;not reliable identification;E1;ae10ca58-4de5-4877-a03e-675f6b6826df;1.619;-;not reliable identification;E1;41e1a0a1-2274-4b67-a6d6-c9c8caa20979;1.532;-;not reliable identification;E1;b2b36739-a946-42c7-ba95-263a57c77d2b;1.523
MP_91276_ID1011026780;S-1_1 - Szint I. 1 tisztatér KASP_2020-09-18;+++;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;2.359;+++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.346;+++;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;2.311;+++;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;2.296;+++;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;2.218;+++;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;2.176;+++;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;2.171;+;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;1.996;+;Micrococcus luteus;1270;590ee0ac-a5f2-4115-9d49-64d11d738754;1.967;+;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;1.942
MP_91277_ID1011026780;S-1_1 - Szint I. 1 tisztatér KASP_2020-09-18;+++;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;2.249;+++;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;2.152;+++;Staphylococcus epidermidis;1282;cf58e860-e8a8-42cb-9f41-cfea4536d54e;2.126;+++;Staphylococcus epidermidis;1282;d8f3d81b-5949-4fec-96db-056d2d22cab7;2.064;+++;Staphylococcus epidermidis;1282;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;2.027;+;Staphylococcus epidermidis;1282;fc503196-43eb-4d43-ba09-406712713928;1.983;+;Staphylococcus epidermidis;1282;84f155e4-1600-46a5-afea-eafb27233290;1.801;+;Staphylococcus epidermidis;1282;b487a1e3-895e-49ae-bc1c-e940757982cc;1.774;+;Staphylococcus epidermidis;1282;2f7eae59-d395-4226-8734-f0f113d9abe9;1.735;-;not reliable identification;E1;cbefbe40-89e4-438c-81ca-ac8d312eda6d;1.56
MP_91278_ID1011026780;S-1_1 - Szint I. 1 tisztatér KASP_2020-09-18;+;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;1.898;+;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;1.843;+;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;1.841;+;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;1.834;+;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;1.834;+;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;1.742;+;Staphylococcus hominis;1290;605f3c45-5813-4f3b-a6b5-167657d17554;1.726;+;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;1.716;-;not reliable identification;E1;a4ed63bb-50dc-409f-a34d-d85c8ca123be;1.672;-;not reliable identification;E1;6dc4986b-ecd2-437c-8e4d-6d95b5336e8c;1.657
MP_91279_ID1011026780;S-1_1 - Szint I. 1 tisztatér KASP_2020-09-18;+++;Staphylococcus hominis;145393;5e23b082-76aa-4165-b045-a5d492cfc0f4;2.149;+++;Staphylococcus hominis;1290;605f3c45-5813-4f3b-a6b5-167657d17554;2.113;+;Staphylococcus hominis;145391;7b34c231-ee3b-4b58-bf7f-80de1314ce76;1.993;+;Staphylococcus hominis;1290;ea5a5ac9-9ac0-4140-9847-5ab41db0adcd;1.955;+;Staphylococcus hominis;1290;6dc4986b-ecd2-437c-8e4d-6d95b5336e8c;1.95;+;Staphylococcus epidermidis;1282;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;1.931;+;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;1.836;+;Staphylococcus hominis;145391;361808e4-83a8-45a7-9482-a3ab48717b0a;1.824;+;Staphylococcus hominis;145391;cb25c9df-d4c9-4510-9627-ac25c9d32102;1.795;+;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;1.784
MP_91280_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-18;+++;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;2.137;+++;Staphylococcus epidermidis;1282;cf58e860-e8a8-42cb-9f41-cfea4536d54e;2.127;+++;Staphylococcus epidermidis;1282;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;08.febr;+++;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;2.066;+;Staphylococcus epidermidis;1282;b487a1e3-895e-49ae-bc1c-e940757982cc;1.897;+;Staphylococcus epidermidis;1282;fc503196-43eb-4d43-ba09-406712713928;1.778;+;Staphylococcus epidermidis;1282;84f155e4-1600-46a5-afea-eafb27233290;07.jan;-;not reliable identification;E1;d8f3d81b-5949-4fec-96db-056d2d22cab7;1.684;-;not reliable identification;E1;ad4829e0-beb1-4f06-9d16-e3bd1707afb2;1.678;-;not reliable identification;E1;cbefbe40-89e4-438c-81ca-ac8d312eda6d;1.67
MP_91281_ID1011026780;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-18;-;not reliable identification;E1;a62cac3c-e498-49c0-a4bc-44a6853ebe3b;1.373;-;not reliable identification;E1;cd4a674b-d444-4418-b9bf-a059832fbda8;1.323;-;not reliable identification;E1;4f57216c-9ddc-44d2-b553-aba8154f7bb0;1.315;-;not reliable identification;E1;2085e2bd-2653-4c5f-92ef-714b701b6aaf;1.311;-;not reliable identification;E1;08da58a3-6529-4191-89ec-f1c40edf1cef;1.292;-;not reliable identification;E1;181cdf7d-44db-464e-bdb6-fc791988c390;1.282;-;not reliable identification;E1;1240dd7f-2a23-4323-9f95-62b3db455b3c;26.jan;-;not reliable identification;E1;bc759ef9-8c84-4e9d-8475-4ddbc32a73ff;1.258;-;not reliable identification;E1;b9db559f-f582-41df-a169-862ba8d04fd6;1.254;-;not reliable identification;E1;456b0f8a-f01c-4534-ac68-274d9a4cba3c;1.243
